EV	EV Book	Game	Player	Prop	O/U	FD	DK	ESPN	MGM	Kambi	PN	CZ	BV
-8.6	155 DK	clemson @ florida state	Jake Briningstool	attd	o  	'+145	'+155	'+148/-210	-	-	-	-	-
-8.7	220 MGM	usc @ minnesota	Quinten Joyner	attd	o  	-	'+205	-	'+220	-	-	-	-
-8.7	165 FD	tennessee @ arkansas	Dylan Sampson	team_ftd	o  	'+165	-	-	'+160	-	-	-	-
-8.7	2600 FD	auburn @ georgia	Carson Beck	ftd	o  	'+2600	-	'+1300/-3500	'+1700	-	-	-	-
-8.8	195 MGM	usc @ minnesota	Daniel Jackson	attd	o  	-	'+185	-	'+195	-	-	-	-
-8.8	245 DK	ucf @ florida	Javarrius Johnson	attd	o  	-	'+245	-	'+225	-	-	-	-
-8.8	6000 FD	auburn @ georgia	Damari Alston	ftd	o  	'+6000	-	'+2200/-8000	'+4000	-	-	-	-
-8.9	500 ESPN	ucla @ penn state	Nicholas Singleton	ftd	o  	'+490	'+330	'+500/-900	'+375	-	-	-	-
-9.0	800 FD	clemson @ florida state	Lawrance Toafili	ftd	o  	'+800	'+800	'+550/-1000	-	-	-	-	-
-9.2	1200 FD	alabama @ vanderbilt	Kobe Prentice	team_ftd	o  	'+1200	-	-	'+700	-	-	-	-
-9.3	250 DK	texas tech @ arizona	Jalin Conyers	attd	o  	'+230	'+250	-	'+230	-	-	-	-
-9.4	500 DK	ucf @ florida	Rj Harvey	ftd	o  	-	'+500	-	'+400	-	-	-	-
-9.4	500 DK	pittsburgh @ north carolina	Omarion Hampton	ftd	o  	'+400	'+500	-	-	-	-	-	-
-9.4	500 DK	kansas @ arizona state	Kyson Brown	attd	o  	'+400	'+500	-	-	-	-	-	-
-9.8	210 ESPN	tennessee @ arkansas	Chris Brazzell	attd	o  	'+200	'+200	'+210/-300	'+200	-	-	-	-
-9.9	170 FD	navy @ air force	Brandon Chatman	attd	o  	'+170	'+170	-	'+165	-	-	-	-
-10.0	185 FD	texas tech @ arizona	Tetairoa Mcmillan	2+td	o  	'+185	-	-	'+180	-	-	-	-
-10.0	185 FD	tennessee @ arkansas	Squirrel White	attd	o  	'+185	'+185	-	'+175	-	-	-	-
-10.0	400 FD	tennessee @ arkansas	Nico Iamaleava	2+td	o  	'+400	-	-	'+340	-	-	-	-
-10.0	240 FD	rutgers @ nebraska	Jahmal Banks	attd	o  	'+240	-	'+230/-340	'+180	-	-	-	-
-10.0	260 FD	missouri @ texas a&m	Leveon Moss	team_ftd	o  	'+260	-	-	'+240	-	-	-	-
-10.0	300 FD	clemson @ florida state	Kam Davis	attd	o  	'+300	'+270	-	-	-	-	-	-
-10.3	285 ESPN	michigan @ washington	Jeremiah Hunter	attd	o  	'+260	'+260	'+285/-450	'+260	-	-	-	-
-10.4	220 FD	ole miss @ south carolina	Ulysses Bentley	attd	o  	'+220	-	-	'+210	-	-	-	-
-10.4	900 DK	iowa @ ohio state	Cade Mcnamara	attd	o  	'+600	'+900	-	-	-	-	-	-
-10.4	440 FD	baylor @ iowa state	Josh Cameron	attd	o  	'+440	'+370	'+350/-600	-	-	-	-	-
-10.5	325 MGM	smu @ louisville	Brashard Smith	2+td	o  	'+290	-	-	'+325	-	-	-	-
-10.6	190 FD	tennessee @ arkansas	Andrew Armstrong	attd	o  	'+190	'+165	'+185/-265	'+185	-	-	-	-
-10.6	195 DK	pittsburgh @ north carolina	Jacolby Criswell	attd	o  	'+190	'+195	-	-	-	-	-	-
-10.7	310 FD	pittsburgh @ north carolina	John Copenhaver	attd	o  	'+310	'+280	-	-	-	-	-	-
-10.7	270 FD	ole miss @ south carolina	Matt Jones	2+td	o  	'+270	-	-	'+250	-	-	-	-
-10.7	270 FD	ole miss @ south carolina	Henry Parrish	2+td	o  	'+270	-	-	'+250	-	-	-	-
-10.7	310 FD	clemson @ florida state	Troy Stellato	attd	o  	'+310	'+280	-	-	-	-	-	-
-10.8	180 DK	michigan @ washington	Giles Jackson	attd	o  	'+175	'+180	'+175/-250	'+170	-	-	-	-
-10.9	300 FD	ucla @ penn state	Julian Fleming	attd	o  	'+300	'+230	'+275/-425	-	-	-	-	-
-11.2	205 DK	pittsburgh @ north carolina	Nate Mccollum	attd	o  	'+200	'+205	-	-	-	-	-	-
-11.2	250 FD	ole miss @ south carolina	Cayden Lee	attd	o  	'+250	-	'+230/-340	'+240	-	-	-	-
-11.2	350 DK	kansas @ arizona state	Cameron Skattebo	ftd	o  	'+310	'+350	-	-	-	-	-	-
-11.3	4400 FD	alabama @ vanderbilt	Junior Sherrill	ftd	o  	'+4400	'+3000	'+2000/-6000	-	-	-	-	-
-11.4	500 FD	alabama @ vanderbilt	Josh Cuevas	attd	o  	'+500	'+340	-	'+475	-	-	-	-
-11.5	300 MGM	smu @ louisville	Mark Redman	attd	o  	'+300	'+250	-	'+300	-	-	-	-
-11.8	380 FD	iowa @ ohio state	Treveyon Henderson	team_ftd	o  	'+380	-	-	'+333	-	-	-	-
-11.8	215 DK	clemson @ florida state	Tj Moore	attd	o  	'+210	'+215	-	-	-	-	-	-
-11.8	3000 FD	baylor @ iowa state	Hal Presley	ftd	o  	'+3000	'+2500	'+1500/-4000	-	-	-	-	-
-11.9	375 MGM	ucla @ penn state	Kaytron Allen	team_ftd	o  	'+330	-	-	'+375	-	-	-	-
-11.9	500 MGM	missouri @ texas a&m	Nate Noel	2+td	o  	'+410	-	-	'+500	-	-	-	-
-12.2	290 FD	michigan @ washington	Kalel Mullings	2+td	o  	'+290	-	-	'+270	-	-	-	-
-12.2	2600 FD	baylor @ iowa state	Josh Cameron	ftd	o  	'+2600	'+2200	'+1300/-3500	-	-	-	-	-
-12.2	3100 FD	alabama @ vanderbilt	Eli Stowers	ftd	o  	'+3100	'+2500	'+1500/-4000	'+3000	-	-	-	-
-12.4	330 FD	ole miss @ south carolina	Oscar Adaway	attd	o  	'+330	-	-	'+300	-	-	-	-
-12.4	300 FD	auburn @ georgia	Payton Thorne	attd	o  	'+300	'+275	-	'+280	-	-	-	-
-12.4	440 FD	alabama @ vanderbilt	Jam Miller	team_ftd	o  	'+440	-	-	'+375	-	-	-	-
-12.7	175 MGM	ole miss @ south carolina	Antwane Wells	attd	o  	'+175	-	'+175/-250	'+175	-	-	-	-
-12.7	400 FD	iowa @ ohio state	Jeremiah Smith	team_ftd	o  	'+400	-	-	'+350	-	-	-	-
-12.7	400 MGM	alabama @ vanderbilt	Diego Pavia	team_ftd	o  	'+350	-	-	'+400	-	-	-	-
-12.8	4500 DK	ucla @ penn state	Rico Flores	ftd	o  	'+3400	'+4500	'+2000/-6000	'+3500	-	-	-	-
-12.9	300 FD	michigan @ washington	Jonah Coleman	team_ftd	o  	'+300	-	-	'+280	-	-	-	-
-13.0	320 MGM	usc @ minnesota	Miller Moss	attd	o  	-	'+295	-	'+320	-	-	-	-
-13.0	1000 FD	tennessee @ arkansas	Taylen Green	2+td	o  	'+1000	-	-	'+650	-	-	-	-
-13.1	250 FD	texas tech @ arizona	Cameron Dickey	attd	o  	'+250	'+245	-	'+240	-	-	-	-
-13.3	1300 DK	baylor @ iowa state	Sawyer Robertson	ftd	o  	'+1100	'+1300	'+800/-1800	-	-	-	-	-
-13.5	650 FD	rutgers @ nebraska	Jahmal Banks	team_ftd	o  	'+650	-	-	'+500	-	-	-	-
-13.5	650 FD	rutgers @ nebraska	Dante Dowdell	2+td	o  	'+650	-	-	'+500	-	-	-	-
-13.5	650 FD	missouri @ texas a&m	Brett Norfleet	attd	o  	'+650	'+500	-	-	-	-	-	-
-13.5	650 MGM	iowa @ ohio state	Jeremiah Smith	2+td	o  	'+500	-	-	'+650	-	-	-	-
-13.6	410 FD	missouri @ texas a&m	Tre Watson	attd	o  	'+410	'+360	-	-	-	-	-	-
-13.6	380 DK	baylor @ iowa state	Dominic Richardson	attd	o  	'+340	'+380	-	-	-	-	-	-
-13.6	425 MGM	auburn @ georgia	Rivaldo Fairweather	attd	o  	'+410	'+330	-	'+425	-	-	-	-
-13.6	380 FD	alabama @ vanderbilt	Justice Haynes	2+td	o  	'+380	-	-	'+340	-	-	-	-
-13.7	750 FD	michigan @ washington	Jonah Coleman	2+td	o  	'+750	-	-	'+550	-	-	-	-
-13.7	750 FD	iowa @ ohio state	Reece Vander Zee	attd	o  	'+750	'+550	-	-	-	-	-	-
-13.7	1300 FD	iowa @ ohio state	Kaleb Brown	attd	o  	'+1300	'+750	-	-	-	-	-	-
-13.8	245 DK	ucf @ florida	Arlis Boardingham	attd	o  	-	'+245	-	'+240	-	-	-	-
-13.9	220 FD	kansas @ arizona state	Daniel Hishaw	attd	o  	'+220	'+205	'+220/-320	-	-	-	-	-
-14.1	7000 DK	ucla @ penn state	J Michael Sturdivant	ftd	o  	'+3800	'+7000	'+2500/-10000	'+4500	-	-	-	-
-14.2	3000 MGM	texas tech @ arizona	Behren Morton	ftd	o  	'+3000	-	'+1500/-4000	'+3000	-	-	-	-
-14.3	270 FD	iowa @ ohio state	Carnell Tate	attd	o  	'+270	'+230	'+260/-400	-	-	-	-	-
-14.3	500 MGM	indiana @ northwestern	Keshawn Williams	attd	o  	'+490	'+350	-	'+500	-	-	-	-
-14.4	310 DK	tennessee @ arkansas	Isaiah Sategna	attd	o  	'+290	'+310	'+285/-450	'+275	-	-	-	-
-14.4	320 FD	alabama @ vanderbilt	Jam Miller	2+td	o  	'+320	-	-	'+300	-	-	-	-
-14.5	280 FD	auburn @ georgia	Jarquez Hunter	team_ftd	o  	'+280	-	-	'+270	-	-	-	-
-14.7	6000 FD	iowa @ ohio state	Addison Ostrenga	ftd	o  	'+6000	'+5000	'+2200/-8000	'+5500	-	-	-	-
-15.0	310 FD	tennessee @ arkansas	Tyrone Broden	attd	o  	'+310	'+290	-	'+300	-	-	-	-
-15.2	300 FD	auburn @ georgia	Oscar Delp	attd	o  	'+300	'+295	-	'+280	-	-	-	-
-15.4	370 FD	indiana @ northwestern	Zach Horton	attd	o  	'+370	'+330	-	'+350	-	-	-	-
-15.5	500 FD	ucla @ penn state	Tyler Warren	2+td	o  	'+500	-	-	'+425	-	-	-	-
-15.5	250 MGM	tennessee @ arkansas	Jaquinden Jackson	team_ftd	o  	'+250	-	-	'+250	-	-	-	-
-15.5	500 FD	baylor @ iowa state	Michael Trigg	attd	o  	'+500	'+425	-	-	-	-	-	-
-15.5	250 MGM	auburn @ georgia	Trevor Etienne	team_ftd	o  	'+250	-	-	'+250	-	-	-	-
-15.6	450 FD	rutgers @ nebraska	Ian Strong	attd	o  	'+450	-	'+375/-650	'+425	-	-	-	-
-15.8	340 FD	rutgers @ nebraska	Dylan Raiola	attd	o  	'+340	-	-	'+320	-	-	-	-
-15.8	340 MGM	navy @ air force	Blake Horvath	2+td	o  	'+320	-	-	'+340	-	-	-	-
-15.8	300 MGM	iowa @ ohio state	Quinshon Judkins	team_ftd	o  	'+290	-	-	'+300	-	-	-	-
-15.8	650 MGM	auburn @ georgia	Damari Alston	attd	o  	'+650	'+650	'+480/-900	'+650	-	-	-	-
-16.1	650 FD	navy @ air force	Eli Heidenreich	ftd	o  	'+650	'+475	-	'+550	-	-	-	-
-16.1	440 FD	indiana @ northwestern	Justice Ellison	team_ftd	o  	'+440	-	-	'+390	-	-	-	-
-16.2	1100 MGM	ucla @ penn state	Rico Flores	team_ftd	o  	'+700	-	-	'+1100	-	-	-	-
-16.2	1100 MGM	ucla @ penn state	Moliki Matavao	team_ftd	o  	'+700	-	-	'+1100	-	-	-	-
-16.2	285 DK	missouri @ texas a&m	Jahdae Walker	attd	o  	'+280	'+285	-	-	-	-	-	-
-16.5	750 ESPN	ucla @ penn state	Moliki Matavao	attd	o  	'+490	'+550	'+750/-2000	'+650	-	-	-	-
-16.5	400 MGM	auburn @ georgia	Cam Coleman	attd	o  	'+380	'+350	-	'+400	-	-	-	-
-16.6	350 MGM	smu @ louisville	Isaac Brown	2+td	o  	'+330	-	-	'+350	-	-	-	-
-16.6	600 DK	kansas @ arizona state	Devin Neal	ftd	o  	'+470	'+600	'+500/-900	-	-	-	-	-
-16.7	270 MGM	texas tech @ arizona	Tetairoa Mcmillan	team_ftd	o  	'+270	-	-	'+270	-	-	-	-
-16.9	420 FD	navy @ air force	Eli Heidenreich	team_ftd	o  	'+420	-	-	'+380	-	-	-	-
-17.0	450 MGM	smu @ louisville	Jacorey Brooks	team_ftd	o  	'+400	-	-	'+450	-	-	-	-
-17.1	3500 FD	iowa @ ohio state	Gee Scott	ftd	o  	'+3500	'+2500	'+1800/-5000	'+2800	-	-	-	-
-17.1	320 FD	indiana @ northwestern	Cam Porter	team_ftd	o  	'+320	-	-	'+310	-	-	-	-
-17.2	360 MGM	usc @ minnesota	Max Brosmer	attd	o  	-	'+340	-	'+360	-	-	-	-
-17.2	360 FD	navy @ air force	Cade Harris	team_ftd	o  	'+360	-	-	'+340	-	-	-	-
-17.7	400 MGM	smu @ louisville	Lj Johnson	attd	o  	'+390	'+350	-	'+400	-	-	-	-
-17.7	330 FD	rutgers @ nebraska	Dymere Miller	attd	o  	'+330	-	-	'+320	-	-	-	-
-17.7	400 MGM	navy @ air force	Aiden Calvert	team_ftd	o  	'+370	-	-	'+400	-	-	-	-
-18.2	380 FD	tennessee @ arkansas	Isaac Teslaa	attd	o  	'+380	'+340	-	'+375	-	-	-	-
-18.2	400 ESPN	michigan @ washington	Kalel Mullings	ftd	o  	'+350	'+390	'+400/-650	'+375	-	-	-	-
-18.3	550 ESPN	iowa @ ohio state	Treveyon Henderson	ftd	o  	'+500	'+475	'+550/-1000	'+425	-	-	-	-
-18.5	300 MGM	rutgers @ nebraska	Dante Dowdell	team_ftd	o  	'+300	-	-	'+300	-	-	-	-
-18.8	700 FD	ucla @ penn state	Harrison Wallace	2+td	o  	'+700	-	-	'+550	-	-	-	-
-18.8	700 FD	smu @ louisville	Donald Chaney	2+td	o  	'+700	-	-	'+550	-	-	-	-
-18.8	700 MGM	missouri @ texas a&m	Luther Burden	2+td	o  	'+550	-	-	'+700	-	-	-	-
-18.8	700 FD	missouri @ texas a&m	Brady Cook	team_ftd	o  	'+700	-	-	'+550	-	-	-	-
-18.8	700 ESPN	michigan @ washington	Tyler Morris	attd	o  	'+650	'+450	'+700/-1700	-	-	-	-	-
-18.8	450 FD	clemson @ florida state	Malik Benson	attd	o  	'+450	'+400	'+390/-700	-	-	-	-	-
-18.9	500 DK	tennessee @ arkansas	Ty Washington	attd	o  	'+440	'+500	-	-	-	-	-	-
-18.9	320 DK	indiana @ northwestern	Aj Henning	attd	o  	'+310	'+320	'+315/-500	'+290	-	-	-	-
-18.9	450 DK	clemson @ florida state	Phil Mafah	ftd	o  	'+370	'+450	'+425/-700	-	-	-	-	-
-19.1	700 FD	iowa @ ohio state	Jacob Gill	attd	o  	'+700	'+550	'+550/-1100	-	-	-	-	-
-19.2	600 FD	ucla @ penn state	Tyler Warren	ftd	o  	'+600	'+500	-	'+500	-	-	-	-
-19.2	600 FD	smu @ louisville	Donald Chaney	team_ftd	o  	'+600	-	-	'+500	-	-	-	-
-19.2	420 FD	indiana @ northwestern	Ty Son Lawton	team_ftd	o  	'+420	-	-	'+390	-	-	-	-
-19.2	600 FD	indiana @ northwestern	Ty Son Lawton	2+td	o  	'+600	-	-	'+500	-	-	-	-
-19.2	600 DK	baylor @ iowa state	Ashtyn Hawkins	attd	o  	'+500	'+600	-	-	-	-	-	-
-19.3	2800 DK	tennessee @ arkansas	Isaiah Sategna	ftd	o  	'+2600	'+2800	'+1500/-4000	'+2500	-	-	-	-
-19.5	950 FD	iowa @ ohio state	Addison Ostrenga	attd	o  	'+950	'+750	'+650/-1500	-	-	-	-	-
-19.5	550 FD	clemson @ florida state	Brock Glenn	attd	o  	'+550	'+500	'+460/-850	-	-	-	-	-
-19.6	320 FD	smu @ louisville	Ahmari Huggins Bruce	attd	o  	'+320	'+320	-	-	-	-	-	-
-19.7	360 MGM	usc @ minnesota	Woody Marks	ftd	o  	-	'+350	-	'+360	-	-	-	-
-19.9	1200 FD	smu @ louisville	Rj Maryland	team_ftd	o  	'+1200	-	-	'+750	-	-	-	-
-20.0	430 FD	tennessee @ arkansas	Taylen Green	team_ftd	o  	'+430	-	-	'+400	-	-	-	-
-20.3	440 FD	tennessee @ arkansas	Luke Hasz	attd	o  	'+440	'+390	-	'+425	-	-	-	-
-20.7	425 DK	usc @ minnesota	Lemeke Brockington	attd	o  	-	'+425	-	'+400	-	-	-	-
-20.7	425 MGM	usc @ minnesota	Jameson Geers	attd	o  	-	'+400	-	'+425	-	-	-	-
-20.7	2000 DK	tennessee @ arkansas	Andrew Armstrong	ftd	o  	'+1700	'+2000	'+1100/-3000	'+1800	-	-	-	-
-20.9	900 FD	smu @ louisville	Chris Bell	team_ftd	o  	'+900	-	-	'+650	-	-	-	-
-21.0	500 FD	navy @ air force	Dylan Carson	attd	o  	'+500	'+450	-	-	-	-	-	-
-21.0	2000 MGM	auburn @ georgia	Keandre Lambert Smith	ftd	o  	'+2000	-	'+1100/-3000	'+2000	-	-	-	-
-21.2	700 FD	rutgers @ nebraska	Chris Long	attd	o  	'+700	-	'+550/-1100	'+650	-	-	-	-
-21.3	2200 FD	michigan @ washington	Cameron Davis	ftd	o  	'+2200	'+1400	'+1300/-3500	'+1600	-	-	-	-
-21.5	380 FD	tennessee @ arkansas	Holden Staes	attd	o  	'+380	'+370	-	'+375	-	-	-	-
-21.8	375 MGM	usc @ minnesota	Makai Lemon	attd	o  	-	'+370	-	'+375	-	-	-	-
-21.8	375 MGM	ole miss @ south carolina	Raheim Sanders	2+td	o  	'+370	-	-	'+375	-	-	-	-
-22.2	380 FD	rutgers @ nebraska	Kenny Fletcher	attd	o  	'+380	-	-	'+375	-	-	-	-
-22.3	400 FD	texas tech @ arizona	Tahj Brooks	ftd	o  	'+400	-	-	'+390	-	-	-	-
-22.3	3200 FD	clemson @ florida state	Jakhi Douglas	ftd	o  	'+3200	'+2500	'+1800/-5000	-	-	-	-	-
-22.4	480 FD	kansas @ arizona state	Jared Casey	attd	o  	'+480	'+400	'+440/-800	-	-	-	-	-
-22.6	450 DK	usc @ minnesota	Kade Eldridge	attd	o  	-	'+450	-	'+425	-	-	-	-
-22.6	450 FD	pittsburgh @ north carolina	Desmond Reid	ftd	o  	'+450	'+425	-	-	-	-	-	-
-22.6	550 ESPN	iowa @ ohio state	Luke Lachey	attd	o  	'+500	'+475	'+550/-1100	-	-	-	-	-
-22.8	425 MGM	ole miss @ south carolina	Joshua Simon	attd	o  	'+410	-	'+390/-700	'+425	-	-	-	-
-22.8	2300 FD	michigan @ washington	Keleki Latu	ftd	o  	'+2300	'+2200	'+1300/-3500	'+2000	-	-	-	-
-22.9	550 FD	michigan @ washington	Jonah Coleman	ftd	o  	'+550	'+500	'+500/-900	'+475	-	-	-	-
-23.0	410 FD	michigan @ washington	Donovan Edwards	team_ftd	o  	'+410	-	-	'+400	-	-	-	-
-23.2	1300 FD	michigan @ washington	Alex Orji	ftd	o  	'+1300	'+1300	'+900/-2000	'+1200	-	-	-	-
-23.5	500 ESPN	texas tech @ arizona	Drae Mccray	attd	o  	'+450	-	'+500/-1000	'+475	-	-	-	-
-23.7	480 FD	smu @ louisville	Jacorey Brooks	2+td	o  	'+480	-	-	'+450	-	-	-	-
-23.8	650 MGM	iowa @ ohio state	Jeremiah Smith	ftd	o  	'+550	'+550	-	'+650	-	-	-	-
-23.8	650 FD	clemson @ florida state	Kyle Morlock	attd	o  	'+650	'+550	-	-	-	-	-	-
-23.8	650 FD	auburn @ georgia	Payton Thorne	team_ftd	o  	'+650	-	-	'+550	-	-	-	-
-23.9	750 FD	missouri @ texas a&m	Noah Thomas	team_ftd	o  	'+750	-	-	'+600	-	-	-	-
-23.9	750 MGM	iowa @ ohio state	Kaleb Johnson	2+td	o  	'+600	-	-	'+750	-	-	-	-
-23.9	1100 FD	clemson @ florida state	Cade Klubnik	ftd	o  	'+1100	'+950	'+800/-1800	-	-	-	-	-
-24.0	440 FD	ole miss @ south carolina	Tre Harris	2+td	o  	'+440	-	-	'+425	-	-	-	-
-24.0	440 FD	missouri @ texas a&m	Leveon Moss	2+td	o  	'+440	-	-	'+425	-	-	-	-
-24.3	600 DK	missouri @ texas a&m	Leveon Moss	ftd	o  	'+500	'+600	-	'+550	-	-	-	-
-24.3	475 MGM	auburn @ georgia	Keandre Lambert Smith	team_ftd	o  	'+450	-	-	'+475	-	-	-	-
-24.4	950 FD	alabama @ vanderbilt	Richie Hoskins	attd	o  	'+950	'+475	-	'+900	-	-	-	-
-24.8	850 MGM	indiana @ northwestern	Marshall Lang	attd	o  	'+850	'+450	-	'+850	-	-	-	-
-24.9	1100 MGM	alabama @ vanderbilt	Germie Bernard	ftd	o  	'+1000	'+950	'+800/-1800	'+1100	-	-	-	-
-25.0	550 MGM	texas tech @ arizona	Tetairoa Mcmillan	ftd	o  	'+500	-	-	'+550	-	-	-	-
-25.0	550 MGM	tennessee @ arkansas	Rodney Hill	attd	o  	-	'+500	-	'+550	-	-	-	-
-25.0	550 FD	tennessee @ arkansas	Andrew Armstrong	team_ftd	o  	'+550	-	-	'+500	-	-	-	-
-25.0	550 FD	clemson @ florida state	Hykeem Williams	attd	o  	'+550	'+500	-	-	-	-	-	-
-25.0	550 FD	auburn @ georgia	Arian Smith	2+td	o  	'+550	-	-	'+500	-	-	-	-
-25.1	500 ESPN	rutgers @ nebraska	Dante Dowdell	ftd	o  	'+490	-	'+500/-900	'+450	-	-	-	-
-25.1	500 MGM	michigan @ washington	Giles Jackson	team_ftd	o  	'+470	-	-	'+500	-	-	-	-
-25.2	1200 FD	kansas @ arizona state	Luke Grimm	ftd	o  	'+1200	'+1000	'+900/-2000	-	-	-	-	-
-25.2	3600 FD	clemson @ florida state	Brock Glenn	ftd	o  	'+3600	'+2500	'+2000/-6000	-	-	-	-	-
-25.9	950 FD	indiana @ northwestern	Cam Porter	ftd	o  	'+950	'+750	'+750/-1600	'+900	-	-	-	-
-26.1	500 FD	texas tech @ arizona	Josh Kelly	team_ftd	o  	'+500	-	-	'+475	-	-	-	-
-26.1	500 FD	tennessee @ arkansas	Nico Iamaleava	team_ftd	o  	'+500	-	-	'+475	-	-	-	-
-26.1	500 FD	rutgers @ nebraska	Isaiah Neyor	team_ftd	o  	'+500	-	-	'+475	-	-	-	-
-26.1	5000 MGM	iowa @ ohio state	Jacob Gill	ftd	o  	'+5000	'+3500	'+2200/-8000	'+5000	-	-	-	-
-26.1	1800 FD	indiana @ northwestern	Kurtis Rourke	ftd	o  	'+1800	'+1600	'+1100/-3000	'+1400	-	-	-	-
-26.3	475 DK	navy @ air force	Owen Allen	attd	o  	'+460	'+475	-	-	-	-	-	-
-26.4	1500 DK	alabama @ vanderbilt	Diego Pavia	ftd	o  	'+1400	'+1500	'+1000/-2500	'+1200	-	-	-	-
-26.5	2400 FD	rutgers @ nebraska	Ian Strong	ftd	o  	'+2400	-	'+1500/-4000	'+2000	-	-	-	-
-26.7	950 FD	ucla @ penn state	Drew Allar	team_ftd	o  	'+950	-	-	'+700	-	-	-	-
-27.1	500 MGM	navy @ air force	John Busha	team_ftd	o  	'+480	-	-	'+500	-	-	-	-
-27.2	2000 MGM	michigan @ washington	Colston Loveland	ftd	o  	'+1800	'+1000	'+1300/-3500	'+2000	-	-	-	-
-27.3	490 FD	indiana @ northwestern	Elijah Sarratt	team_ftd	o  	'+490	-	-	'+475	-	-	-	-
-27.7	650 DK	michigan @ washington	Denzel Boston	ftd	o  	'+500	'+650	'+600/-1200	'+500	-	-	-	-
-27.9	600 MGM	ucla @ penn state	Rico Flores	attd	o  	'+500	'+500	'+550/-1100	'+600	-	-	-	-
-27.9	3100 FD	alabama @ vanderbilt	Quincy Skinner	ftd	o  	'+3100	'+3000	'+1800/-5000	'+3000	-	-	-	-
-28.3	700 FD	alabama @ vanderbilt	Loic Fouonji	attd	o  	'+700	'+600	-	'+600	-	-	-	-
-28.5	750 ESPN	ucla @ penn state	Harrison Wallace	ftd	o  	'+700	-	'+750/-1600	'+550	-	-	-	-
-28.5	800 FD	rutgers @ nebraska	Isaiah Neyor	ftd	o  	'+800	-	'+700/-1400	'+750	-	-	-	-
-28.6	480 FD	iowa @ ohio state	Kamari Moulton	team_ftd	o  	'+480	-	-	'+475	-	-	-	-
-28.6	3000 FD	indiana @ northwestern	Bryce Kirtz	ftd	o  	'+3000	'+2500	'+1800/-5000	'+2800	-	-	-	-
-28.8	1400 FD	alabama @ vanderbilt	Loic Fouonji	team_ftd	o  	'+1400	-	-	'+850	-	-	-	-
-28.9	600 DK	ucf @ florida	Montrell Johnson	ftd	o  	-	'+600	-	'+550	-	-	-	-
-28.9	600 MGM	texas tech @ arizona	Coy Eakin	team_ftd	o  	'+550	-	-	'+600	-	-	-	-
-28.9	600 MGM	smu @ louisville	Kevin Jennings	2+td	o  	'+550	-	-	'+600	-	-	-	-
-28.9	600 MGM	rutgers @ nebraska	Kyle Monangai	2+td	o  	'+550	-	-	'+600	-	-	-	-
-28.9	600 FD	indiana @ northwestern	Ty Son Lawton	ftd	o  	'+600	'+550	-	'+550	-	-	-	-
-28.9	600 FD	indiana @ northwestern	Jack Lausch	team_ftd	o  	'+600	-	-	'+550	-	-	-	-
-29.0	500 MGM	smu @ louisville	Brashard Smith	ftd	o  	'+490	-	-	'+500	-	-	-	-
-29.2	500 MGM	rutgers @ nebraska	Kyle Monangai	ftd	o  	'+500	-	'+500/-900	'+500	-	-	-	-
-29.7	550 MGM	missouri @ texas a&m	Nate Noel	ftd	o  	'+500	'+550	-	'+550	-	-	-	-
-29.8	1600 FD	ucla @ penn state	Liam Clifford	team_ftd	o  	'+1600	-	-	'+900	-	-	-	-
-29.9	750 ESPN	indiana @ northwestern	Elijah Sarratt	ftd	o  	'+700	'+550	'+750/-1600	'+650	-	-	-	-
-29.9	750 ESPN	alabama @ vanderbilt	Justice Haynes	ftd	o  	'+650	'+650	'+750/-1600	'+600	-	-	-	-
-30.2	650 MGM	ole miss @ south carolina	Tre Harris	ftd	o  	-	-	'+600/-1200	'+650	-	-	-	-
-30.3	1100 MGM	iowa @ ohio state	Will Howard	ftd	o  	'+1100	'+750	'+900/-2000	'+1100	-	-	-	-
-30.8	500 MGM	ole miss @ south carolina	Mazeo Bennett	attd	o  	'+500	-	-	'+500	-	-	-	-
-30.8	500 MGM	navy @ air force	Brandon Chatman	team_ftd	o  	'+500	-	-	'+500	-	-	-	-
-30.8	500 MGM	auburn @ georgia	Dominic Lovett	team_ftd	o  	'+500	-	-	'+500	-	-	-	-
-30.8	500 MGM	auburn @ georgia	Arian Smith	team_ftd	o  	'+500	-	-	'+500	-	-	-	-
-30.8	500 MGM	alabama @ vanderbilt	Justice Haynes	team_ftd	o  	'+500	-	-	'+500	-	-	-	-
-31.1	950 DK	clemson @ florida state	Antonio Williams	ftd	o  	'+750	'+950	'+800/-1800	-	-	-	-	-
-31.6	1600 FD	ucla @ penn state	Julian Fleming	ftd	o  	'+1600	'+1300	'+1100/-3000	-	-	-	-	-
-31.6	3200 FD	michigan @ washington	Will Rogers	team_ftd	o  	'+3200	-	-	'+1100	-	-	-	-
-31.7	2800 FD	rutgers @ nebraska	Athan Kaliakmanis	ftd	o  	'+2800	-	'+1800/-5000	'+2500	-	-	-	-
-32.3	950 FD	kansas @ arizona state	Sam Leavitt	ftd	o  	'+950	'+850	'+800/-1800	-	-	-	-	-
-32.3	1600 FD	kansas @ arizona state	Daniel Hishaw	ftd	o  	'+1600	'+1400	'+1100/-3000	-	-	-	-	-
-32.3	950 DK	clemson @ florida state	Jake Briningstool	ftd	o  	'+850	'+950	'+800/-1800	-	-	-	-	-
-32.6	1600 FD	tennessee @ arkansas	Chris Brazzell	ftd	o  	'+1600	'+1300	'+1100/-3000	'+1400	-	-	-	-
