EV	EV Book	Game	Player	Prop	O/U	FD	DK	ESPN	MGM	Kambi	PN	CZ	BV
-4.4	-132 DK	iowa @ ohio state		total	u 47.0	-	-101/-132	-	-	-	111/-130	-	-
-4.4	-146 DK	indiana @ northwestern		total	u 43.5	-	'+110/-146	-	-	-	122/-144	-	-
-4.4	-138 DK	indiana @ northwestern		total	u 43.0	-	'+104/-138	-	-	-	116/-136	-	-
-4.4	-105 DK	indiana @ northwestern		total	u 40.5	-106/-114	-127/-105	-	-	-	-122/105	-	-
-4.4	-137 DK	indiana @ northwestern		spread	o -11.5	-	-137/+103	-	-	-	-135/115	-	-
-4.4	105 DK	hawaii @ san diego state		1h_ml	o  	-	'+105/-125	-	-	-	106/-123	-	-
-4.4	125 DK	duke @ georgia tech		away_total	o 23.5	-	'+125/-175	-	-	-	124/-146	-	-
-4.4	-127 DK	clemson @ florida state		total	o 45.5	-	-127/-104	-	-	-	-125/107	-	-
-4.5	-142 DK	virginia tech @ stanford		total	o 47.5	-	-142/+106	-	-	-	-139/119	-	-
-4.5	-120 DK	virginia tech @ stanford		1h_spread	u -4.5	-	'+100/-120	-	-	-	-100/-119	-	-
-4.5	-110 DK	utah state @ boise state		total	u 66.0	-	-110/-110	-	-	-	-108/-108	-	-
-4.5	-110 DK	utah state @ boise state		total	o 66.0	-	-110/-110	-	-	-	-108/-108	-	-
-4.5	-110 DK	usc @ minnesota		total	u 49.0	-	-110/-110	-	-	-	-108/-108	-	-
-4.5	-110 DK	usc @ minnesota		total	o 49.0	-	-110/-110	-	-	-	-108/-108	-	-
-4.5	-135 DK	usc @ minnesota		total	o 47.5	-	-135/+101	-	-	-	-133/113	-	-
-4.5	-115 FD	ucf @ florida		total	u 62.5	-105/-115	-110/-121	-	-	-	-	-	-
-4.5	-110 FD	ucf @ florida		spread	u -1.5	-110/-110	-110/-110	-	-	-	-	-	-
-4.5	-110 FD	ucf @ florida		spread	o -1.5	-110/-110	-110/-110	-	-	-	-	-	-
-4.5	-120 DK	tulane @ uab		1h_spread	o -9.5	-	-120/+100	-	-	-	-119/-100	-	-
-4.5	-110 MGM	ole miss @ south carolina	Jaxson Dart	pass_yd	u 284.5	-114/-114	-	-	-120/-110	-	-	-	-
-4.5	-115 FD	nevada @ san jose state		spread	u 6.5	-105/-115	-105/-115	-	-	-	-	-	-
-4.5	-147 DK	navy @ air force		total	o 35.0	-	-147/+110	-	-	-	-144/123	-	-
-4.5	-110 DK	missouri @ texas a&m		total	u 48.0	-	-110/-110	-	-	-	-108/-108	-	-
-4.5	-110 DK	missouri @ texas a&m		total	o 48.0	-	-110/-110	-	-	-	-108/-108	-	-
-4.5	-110 DK	michigan @ washington		total	u 41.5	-	-110/-110	-	-	-	-108/-108	-	-
-4.5	-110 DK	michigan @ washington		total	o 41.5	-	-110/-110	-	-	-	-108/-108	-	-
-4.5	-102 FD	miami florida @ california		spread	o -10.5	-102/-120	-	-	-	-	100/-115	-	-
-4.5	-110 FD	kansas @ arizona state		spread	u 2.5	-110/-110	-110/-110	-	-	-	-	-	-
-4.5	-110 FD	kansas @ arizona state		spread	o 2.5	-110/-110	-110/-110	-	-	-	-	-	-
-4.5	-137 DK	james madison @ ul monroe		total	o 46.5	-	-137/+103	-	-	-	-134/115	-	-
-4.5	-110 ESPN	iowa @ ohio state	Kaleb Johnson	rush_yd	u 80.5	-114/-114	-	-125/-110	-	-	-	-	-
-4.5	-123 DK	indiana @ northwestern		spread	o -13.0	-	-123/-108	-	-	-	-120/104	-	-
-4.5	-112 DK	east carolina @ charlotte		total	o 47.0	-	-112/-108	-	-	-	-110/-106	-	-
-4.5	-102 DK	boston college @ virginia		ml	o  	-104/-115	-102/-118	-	-	-	102/-117	-	-
-4.5	-110 FD	baylor @ iowa state		spread	u 11.5	-110/-110	-110/-110	-	-	-	-	-	-
-4.5	-110 FD	baylor @ iowa state		spread	o 11.5	-110/-110	-110/-110	-	-	-	-	-	-
-4.5	-110 DK	appalachian state @ marshall		total	u 58.0	-	-110/-110	-	-	-	-108/-108	-	-
-4.5	-110 DK	appalachian state @ marshall		total	o 58.0	-	-110/-110	-	-	-	-108/-108	-	-
-4.6	-140 DK	wake forest @ nc state		total	o 51.0	-	-140/+105	-	-	-	-137/117	-	-
-4.6	-125 DK	virginia tech @ stanford		away_total	u 30.5	-	-110/-125	-	-	-	105/-122	-	-
-4.6	-144 DK	usc @ minnesota		total	u 51.0	-	'+108/-144	-	-	-	120/-141	-	-
-4.6	170 DK	rutgers @ nebraska		1q_ml	o  	-	'+170/-205	-	-	-	163/-200	-	-
-4.6	-105 FD	nevada @ san jose state		spread	o 6.5	-105/-115	-105/-115	-	-	-	-	-	-
-4.6	-135 DK	missouri @ texas a&m		ml	u  	'+114/-137	'+114/-135	-	-	-	112/-128	-	-
-4.6	-130 DK	kansas @ arizona state		total	o 49.5	-	-130/-102	-	-	-	-127/109	-	-
-4.6	-130 DK	indiana @ northwestern		total	u 42.5	-	-103/-130	-	-	-	109/-127	-	-
-4.6	-140 DK	hawaii @ san diego state		total	o 46.5	-	-140/+105	-	-	-	-137/117	-	-
-4.6	-108 DK	east carolina @ charlotte		total	u 47.0	-	-112/-108	-	-	-	-110/-106	-	-
-4.6	-127 DK	clemson @ florida state		spread	o -14.0	-	-127/-105	-	-	-	-124/107	-	-
-4.6	-104 FD	boston college @ virginia		total	u 51.5	-118/-104	-122/-109	-	-	-	-114/-103	-	-
-4.6	-1000 DK	auburn @ georgia		1h_ml	u  	-	'+650/-1000	-	-	-	616/-1026	-	-
-4.7	-118 FD	western michigan @ ball state		total	o 56.5	-118/-104	-122/-109	-	-	-	-117/100	-	-
-4.7	-128 DK	usc @ minnesota		total	o 48.0	-	-128/-104	-	-	-	-125/107	-	-
-4.7	-124 DK	tulane @ uab		total	o 53.5	-	-124/-107	-	-	-	-121/104	-	-
-4.7	-114 FD	rutgers @ nebraska	Jahmal Banks	rec_yd	u 40.5	-114/-114	-	-114/-122	-	-	-	-	-
-4.7	-114 FD	rutgers @ nebraska	Ian Strong	rec_yd	o 26.5	-114/-114	-	-122/-114	-	-	-	-	-
-4.7	-155 DK	rutgers @ nebraska		home_total	u 25.5	-	'+110/-155	-	-	-	129/-151	-	-
-4.7	-129 DK	navy @ air force		spread	u -11.0	-	-103/-129	-	-	-	108/-126	-	-
-4.7	-310 DK	navy @ air force		1h_ml	o  	-	-310/+250	-	-	-	-306/242	-	-
-4.7	-129 DK	missouri @ texas a&m		total	u 49.0	-	-103/-129	-	-	-	108/-126	-	-
-4.7	-105 FD	miami florida @ california		total	u 53.5	-115/-105	-	-	-	-	-113/-103	-	-
-4.7	-114 FD	kansas @ arizona state	Devin Neal	rush_yd	u 86.5	-114/-114	-	-114/-122	-	-	-	-	-
-4.7	-105 DK	kansas @ arizona state		home_total	u 26.5	-	-135/-105	-	-	-	-113/-103	-	-
-4.7	-128 DK	james madison @ ul monroe		total	o 47.0	-	-128/-104	-	-	-	-125/107	-	-
-4.7	-115 DK	indiana @ northwestern		away_total	o 27.5	-	-115/-125	-	-	-	-113/-104	-	-
-4.7	-128 DK	duke @ georgia tech		total	u 54.0	-	-104/-128	-	-	-	107/-125	-	-
-4.7	-104 DK	clemson @ florida state		spread	o -16.5	-115/-105	-104/-128	-	-	-	107/-126	-	-
-4.7	-114 FD	baylor @ iowa state	Abu Sama	rush_yd	o 64.5	-114/-114	-	-122/-114	-	-	-	-	-
-4.7	-133 DK	baylor @ iowa state		total	u 46.0	-	'+100/-133	-	-	-	111/-130	-	-
-4.7	110 DK	appalachian state @ marshall		1q_ml	o  	-	'+110/-130	-	-	-	110/-131	-	-
-4.8	-110 DK	western michigan @ ball state		1h_spread	u -5.5	-	-110/-110	-	-	-	-110/-109	-	-
-4.8	-151 DK	wake forest @ nc state		total	o 50.5	-	-151/+113	-	-	-	-147/125	-	-
-4.8	-127 DK	utah state @ boise state		total	u 67.0	-	-104/-127	-	-	-	106/-124	-	-
-4.8	-117 DK	usc @ minnesota		spread	u -9.5	-	-113/-117	-	-	-	-102/-114	-	-
-4.8	-105 FD	ucf @ florida		total	o 62.5	-105/-115	-110/-121	-	-	-	-	-	-
-4.8	-126 DK	texas tech @ arizona		total	o 63.0	-	-126/-105	-	-	-	-123/105	-	-
-4.8	-132 DK	texas tech @ arizona		total	o 62.5	-	-132/-101	-	-	-	-129/110	-	-
-4.8	-130 DK	tennessee @ arkansas		away_total	u 36.5	-	-105/-130	-	-	-	108/-127	-	-
-4.8	-121 DK	pittsburgh @ north carolina		total	u 64.5	-	-110/-121	-	-	-	101/-118	-	-
-4.8	-138 DK	nevada @ san jose state		total	u 53.0	-	'+104/-138	-	-	-	115/-134	-	-
-4.8	-260 FD	navy @ air force	John Busha	pass_td	u 0.5	'+200/-260	-	-	'+200/-275	-	-	-	-
-4.8	-114 FD	louisiana @ southern miss		spread	o -16.5	-114/-106	-119/-112	-	-	-	-	-	-
-4.8	-132 DK	hawaii @ san diego state		total	o 47.0	-	-132/-101	-	-	-	-129/110	-	-
-4.8	-105 FD	east carolina @ charlotte		total	o 47.5	-105/-115	-109/-121	-	-	-	-104/-113	-	-
-4.8	-108 DK	clemson @ florida state		spread	o -15.0	-	-108/-112	-	-	-	-105/-110	-	-
-4.8	-118 DK	boston college @ virginia		1q_ml	u  	-	-102/-118	-	-	-	-102/-116	-	-
-4.8	-126 DK	auburn @ georgia		total	u 53.0	-	-105/-126	-	-	-	105/-123	-	-
-4.8	-148 DK	army @ tulsa		total	u 53.0	-	'+111/-148	-	-	-	123/-144	-	-
-4.8	110 DK	appalachian state @ marshall		away_total	o 28.5	-	'+110/-155	-	-	-	111/-130	-	-
-4.8	-110 FD	alabama @ vanderbilt		spread	o -22.5	-110/-110	-110/-110	-	-	-	-107/-108	-	-
-4.9	105 DK	western michigan @ ball state		away_total	u 32.5	-	-150/+105	-	-	-	-124/107	-	-
-4.9	-122 DK	usc @ minnesota		1q_total	u 10.5	-	'+102/-122	-	-	-	100/-121	-	-
-4.9	-125 DK	smu @ louisville		total	u 57.0	-	-106/-125	-	-	-	104/-122	-	-
-4.9	102 DK	pittsburgh @ north carolina		1q_ml	u  	-	-122/+102	-	-	-	-122/103	-	-
-4.9	-112 DK	navy @ air force		total	u 37.0	-	-108/-112	-	-	-	-107/-109	-	-
-4.9	-125 DK	missouri @ texas a&m		1h_ml	u  	-	'+105/-125	-	-	-	104/-122	-	-
-4.9	-120 MGM	michigan @ washington	Will Rogers	pass_td	o 1.5	-122/-108	-	-130/-106	-120/-110	-	-	-	-
-4.9	-141 DK	iowa @ ohio state		total	u 47.5	-	'+106/-141	-	-	-	117/-137	-	-
-4.9	-136 DK	indiana @ northwestern		total	o 40.0	-	-136/+102	-	-	-	-132/113	-	-
-4.9	-145 DK	indiana @ northwestern		total	o 39.5	-	-145/+109	-	-	-	-141/120	-	-
-4.9	-136 DK	east carolina @ charlotte		spread	u -10.0	-	'+102/-136	-	-	-	113/-132	-	-
-4.9	-112 DK	colorado state @ oregon state		total	u 48.0	-	-108/-112	-	-	-	-107/-109	-	-
-4.9	-124 DK	clemson @ florida state		spread	u -16.0	-	-107/-124	-	-	-	103/-121	-	-
-4.9	-112 DK	bowling green @ akron		total	o 51.0	-	-112/-108	-	-	-	-109/-107	-	-
-4.9	-137 DK	boston college @ virginia		total	u 54.0	-	'+103/-137	-	-	-	114/-133	-	-
-4.9	-160 DK	boston college @ virginia		away_total	o 23.5	-	-160/+115	-	-	-	-155/132	-	-
-4.9	-124 DK	alabama @ vanderbilt		spread	u -23.5	-	-107/-124	-	-	-	103/-121	-	-
-4.9	-143 DK	alabama @ vanderbilt		spread	o -20.5	-	-143/+107	-	-	-	-140/118	-	-
-5.0	-108 DK	virginia tech @ stanford		1h_total	o 24.5	-	-108/-112	-	-	-	-107/-113	-	-
-5.0	-146 DK	usc @ minnesota		total	o 47.0	-	-146/+109	-	-	-	-141/121	-	-
-5.0	-110 DK	south alabama @ arkansas state		1q_total	u 13.5	-	-110/-110	-	-	-	-111/-109	-	-
-5.0	-110 DK	smu @ louisville		total	u 56.0	-	-110/-110	-	-	-	-109/-107	-	-
-5.0	105 DK	pittsburgh @ north carolina		1q_spread	o -0.5	-	'+105/-125	-	-	-	106/-126	-	-
-5.0	-143 DK	nevada @ san jose state		total	u 53.5	-	'+108/-143	-	-	-	118/-139	-	-
-5.0	-109 DK	missouri @ texas a&m		total	u 47.5	-106/-114	-122/-109	-	-	-	-117/100	-	-
-5.0	-125 DK	michigan @ washington		total	u 42.5	-	-107/-125	-	-	-	104/-121	-	-
-5.0	-143 DK	miami ohio @ toledo		total	u 46.0	-	'+107/-143	-	-	-	118/-139	-	-
-5.0	-110 DK	miami ohio @ toledo		total	u 44.0	-	-110/-110	-	-	-	-109/-107	-	-
-5.0	-139 DK	miami ohio @ toledo		total	o 42.5	-	-139/+105	-	-	-	-135/115	-	-
-5.0	-135 DK	kansas @ arizona state		1q_ml	u  	-	'+114/-135	-	-	-	111/-132	-	-
-5.0	-145 DK	james madison @ ul monroe		total	u 50.0	-	'+109/-145	-	-	-	120/-140	-	-
-5.0	-110 DK	james madison @ ul monroe		1q_spread	o -3.5	-	-110/-110	-	-	-	-108/-110	-	-
-5.0	-131 DK	james madison @ ul monroe		spread	o -14.0	-	-131/-101	-	-	-	-127/109	-	-
-5.0	370 DK	iowa @ ohio state		1q_ml	o  	-	'+370/-485	-	-	-	319/-446	-	-
-5.0	-123 DK	hawaii @ san diego state		total	u 49.0	-	-108/-123	-	-	-	102/-120	-	-
-5.0	-129 DK	east carolina @ charlotte		total	o 46.0	-	-129/-103	-	-	-	-125/107	-	-
-5.0	-250 DK	east carolina @ charlotte		1h_ml	o  	-	-250/+205	-	-	-	-243/198	-	-
-5.0	-130 DK	duke @ georgia tech		total	o 51.5	-	-130/-102	-	-	-	-126/108	-	-
-5.0	-110 DK	auburn @ georgia		total	u 52.0	-	-110/-110	-	-	-	-109/-107	-	-
-5.0	-110 DK	alabama @ vanderbilt		total	o 54.0	-	-110/-110	-	-	-	-107/-109	-	-
-5.0	-131 DK	alabama @ vanderbilt		spread	o -21.0	-	-131/-101	-	-	-	-127/109	-	-
-5.1	-108 DK	virginia tech @ stanford		spread	u -8.0	-	-112/-108	-	-	-	-110/-104	-	-
-5.1	-120 DK	usc @ minnesota		total	o 48.5	-	-120/-110	-	-	-	-116/-100	-	-
-5.1	-108 DK	tennessee @ arkansas		total	o 57.0	-	-108/-112	-	-	-	-105/-111	-	-
-5.1	-123 DK	tennessee @ arkansas		total	o 56.0	-	-123/-108	-	-	-	-119/102	-	-
-5.1	-133 DK	south alabama @ arkansas state		total	u 62.5	-	'+100/-133	-	-	-	110/-129	-	-
-5.1	-200 MGM	smu @ louisville	Kevin Jennings	pass_td	u 1.5	'+158/-200	-	-	'+155/-200	-	-	-	-
-5.1	-108 DK	rutgers @ nebraska		total	o 40.0	-	-108/-112	-	-	-	-105/-111	-	-
-5.1	-105 DK	rutgers @ nebraska		total	u 39.0	-	-127/-105	-	-	-	-114/-102	-	-
-5.1	106 DK	rutgers @ nebraska		total	u 38.0	-	-141/+106	-	-	-	-126/108	-	-
-5.1	-305 DK	purdue @ wisconsin		1q_ml	u  	-	'+245/-305	-	-	-	233/-302	-	-
-5.1	-102 DK	pittsburgh @ north carolina		total	u 62.5	-110/-110	-131/-102	-	-	-	-127/109	-	-
-5.1	-133 DK	nevada @ san jose state		total	u 52.5	-	'+100/-133	-	-	-	110/-129	-	-
-5.1	103 ESPN	michigan @ washington	Alex Orji	pass_td	o 0.5	-102/-130	-	'+103/-140	'+100/-130	-	-	-	-
-5.1	205 DK	miami ohio @ toledo		ml	o  	'+188/-230	'+205/-250	-	-	-	209/-252	-	-
-5.1	-108 DK	massachusetts @ northern illinois		total	u 42.0	-	-112/-108	-	-	-	-111/-105	-	-
-5.1	-105 DK	james madison @ ul monroe		1h_total	o 24.5	-	-105/-115	-	-	-	-104/-116	-	-
-5.1	-119 DK	iowa @ ohio state		total	u 46.0	-	-111/-119	-	-	-	-101/-115	-	-
-5.1	-128 DK	iowa @ ohio state		total	o 44.5	-	-128/-104	-	-	-	-124/106	-	-
-5.1	-108 DK	hawaii @ san diego state		total	o 48.5	-	-108/-112	-	-	-	-105/-111	-	-
-5.1	-136 DK	east carolina @ charlotte		spread	o -7.0	-	-136/+102	-	-	-	-132/112	-	-
-5.1	-108 DK	duke @ georgia tech		total	o 53.0	-	-108/-112	-	-	-	-105/-111	-	-
-5.1	-114 FD	bowling green @ akron		spread	o -15.5	-114/-106	-118/-112	-	-	-	-109/-105	-	-
-5.1	-124 DK	boston college @ virginia		total	u 53.0	-	-107/-124	-	-	-	103/-120	-	-
-5.1	-115 FD	army @ tulsa		total	o 50.5	-115/-105	-121/-110	-	-	-	-110/-106	-	-
-5.2	-133 DK	wake forest @ nc state		total	u 54.0	-	'+100/-133	-	-	-	110/-128	-	-
-5.2	-122 DK	wake forest @ nc state		total	o 52.0	-	-122/-109	-	-	-	-118/101	-	-
-5.2	-134 DK	virginia tech @ stanford		total	u 51.0	-	'+101/-134	-	-	-	111/-129	-	-
-5.2	-125 DK	virginia tech @ stanford		total	u 50.5	-	-107/-125	-	-	-	103/-121	-	-
-5.2	-1450 DK	utah state @ boise state		1h_ml	u  	-	'+850/-1450	-	-	-	745/-1351	-	-
-5.2	-220 FD	smu @ louisville	Tyler Shough	pass_td	u 2.5	'+172/-220	-	-	'+170/-225	-	-	-	-
-5.2	-118 DK	purdue @ wisconsin		1h_total	u 23.5	-	-102/-118	-	-	-	-104/-116	-	-
-5.2	170 DK	old dominion @ coastal carolina		ml	o  	'+160/-194	'+170/-205	-	-	-	175/-206	-	-
-5.2	-198 DK	old dominion @ coastal carolina		1h_ml	u  	-	'+164/-198	-	-	-	159/-191	-	-
-5.2	-138 DK	nevada @ san jose state		total	o 49.5	-	-138/+104	-	-	-	-133/114	-	-
-5.2	-122 DK	missouri @ texas a&m		total	u 48.5	-	-109/-122	-	-	-	101/-118	-	-
-5.2	-130 MGM	michigan @ washington	Alex Orji	pass_td	u 0.5	-102/-130	-	'+103/-140	'+100/-130	-	-	-	-
-5.2	-120 FD	miami florida @ california		spread	u -10.5	-102/-120	-	-	-	-	100/-115	-	-
-5.2	-141 DK	duke @ georgia tech		total	o 51.0	-	-141/+106	-	-	-	-136/116	-	-
-5.2	-355 DK	colorado state @ oregon state		1h_ml	u  	-	'+280/-355	-	-	-	267/-344	-	-
-5.2	-130 DK	boston college @ virginia		total	u 53.5	-	-103/-130	-	-	-	107/-126	-	-
-5.2	-121 DK	auburn @ georgia		total	o 51.5	-	-121/-109	-	-	-	-117/-100	-	-
-5.2	-141 DK	army @ tulsa		total	u 52.5	-	'+106/-141	-	-	-	116/-136	-	-
-5.3	-104 FD	western michigan @ ball state		total	u 56.5	-118/-104	-122/-109	-	-	-	-117/100	-	-
-5.3	-135 DK	virginia tech @ stanford		total	o 48.0	-	-135/+101	-	-	-	-130/111	-	-
-5.3	-575 DK	utah state @ boise state		1q_ml	u  	-	'+425/-575	-	-	-	389/-579	-	-
-5.3	-120 DK	usc @ minnesota		total	u 49.5	-	-111/-120	-	-	-	-101/-116	-	-
-5.3	-127 DK	ucla @ penn state		total	o 45.5	-	-127/-104	-	-	-	-122/105	-	-
-5.3	-136 DK	ucla @ penn state		total	o 45.0	-	-136/+102	-	-	-	-131/112	-	-
-5.3	-144 DK	ucla @ penn state		total	o 44.5	-	-144/+108	-	-	-	-139/118	-	-
-5.3	-124 DK	tulane @ uab		spread	u -18.5	-	-107/-124	-	-	-	103/-119	-	-
-5.3	-102 DK	tennessee @ arkansas		1q_total	o 13.5	-	-102/-118	-	-	-	-101/-120	-	-
-5.3	100 DK	south alabama @ arkansas state		1h_spread	u -0.5	-	-120/+100	-	-	-	-122/101	-	-
-5.3	-205 DK	rutgers @ nebraska		1q_ml	u  	-	'+170/-205	-	-	-	163/-200	-	-
-5.3	-106 FD	old dominion @ coastal carolina		total	o 52.5	-106/-114	-112/-118	-	-	-	-101/-116	-	-
-5.3	-133 DK	michigan @ washington		spread	u -1.5	-	'+100/-133	-	-	-	109/-129	-	-
-5.3	-120 DK	james madison @ ul monroe		spread	u -16.0	-	-111/-120	-	-	-	-101/-116	-	-
-5.3	-139 DK	iowa @ ohio state		total	o 44.0	-	-139/+105	-	-	-	-134/114	-	-
-5.3	-150 DK	duke @ georgia tech		total	o 50.5	-	-150/+113	-	-	-	-144/123	-	-
-5.3	-120 DK	bowling green @ akron		spread	u -16.5	-	-111/-120	-	-	-	-101/-116	-	-
-5.3	-118 FD	boston college @ virginia		total	o 51.5	-118/-104	-122/-109	-	-	-	-114/-103	-	-
-5.3	-140 DK	army @ tulsa		total	o 49.0	-	-140/+105	-	-	-	-135/115	-	-
-5.3	-115 DK	army @ tulsa		1h_total	o 25.5	-	-115/-105	-	-	-	-113/-107	-	-
-5.3	102 DK	army @ tulsa		1h_spread	u -6.5	-	-122/+102	-	-	-	-122/105	-	-
-5.3	-136 DK	appalachian state @ marshall		total	u 59.5	-	'+103/-136	-	-	-	112/-131	-	-
-5.3	-105 FD	alabama @ vanderbilt		total	u 53.5	-115/-105	-122/-109	-	-	-	-114/-102	-	-
-5.4	-110 DK	western michigan @ ball state		total	u 57.0	-	-110/-110	-	-	-	-110/-106	-	-
-5.4	-121 DK	western michigan @ ball state		spread	u -10.0	-	-110/-121	-	-	-	100/-116	-	-
-5.4	-110 DK	wake forest @ nc state		total	u 52.5	-	-110/-110	-	-	-	-110/-106	-	-
-5.4	-143 DK	virginia tech @ stanford		total	u 51.5	-	'+107/-143	-	-	-	117/-137	-	-
-5.4	-141 DK	usc @ minnesota		spread	o -7.0	-	-141/+106	-	-	-	-136/115	-	-
-5.4	-152 DK	ucla @ penn state		total	u 48.5	-	'+114/-152	-	-	-	124/-146	-	-
-5.4	-112 DK	ucla @ penn state		total	o 46.5	-	-112/-108	-	-	-	-108/-108	-	-
-5.4	-112 FD	texas tech @ arizona	Noah Fifita	pass_yd	o 274.5	-112	-	-118/-118	-	-	-	-	-
-5.4	-110 DK	texas tech @ arizona		total	u 64.0	-	-110/-110	-	-	-	-110/-106	-	-
-5.4	-129 DK	tennessee @ arkansas		spread	o -12.5	-	-129/-103	-	-	-	-124/106	-	-
-5.4	-133 DK	tennessee @ arkansas		spread	o -12.0	-	-133/+100	-	-	-	-128/109	-	-
-5.4	-110 DK	south alabama @ arkansas state		total	u 61.0	-	-110/-110	-	-	-	-110/-106	-	-
-5.4	-154 DK	south alabama @ arkansas state		spread	u -5.0	-	'+116/-154	-	-	-	125/-149	-	-
-5.4	-112 FD	smu @ louisville	Kevin Jennings	pass_yd	u 184.5	-112/-112	-	-	-115/-115	-	-	-	-
-5.4	-112 FD	smu @ louisville	Kevin Jennings	pass_yd	o 184.5	-112/-112	-	-	-115/-115	-	-	-	-
-5.4	-112 FD	rutgers @ nebraska	Kyle Monangai	rush_yd	o 89.5	-112	-	-118/-118	-	-	-	-	-
-5.4	-112 FD	rutgers @ nebraska	Athan Kaliakmanis	pass_yd	o 149.5	-112	-	-	-115/-115	-	-	-	-
-5.4	-125 DK	pittsburgh @ north carolina		total	o 63.0	-	-125/-106	-	-	-	-120/103	-	-
-5.4	114 DK	pittsburgh @ north carolina		ml	u  	-134/+112	-135/+114	-	-	-	-139/121	-	-
-5.4	-112 DK	old dominion @ coastal carolina		total	o 52.0	-	-112/-108	-	-	-	-108/-108	-	-
-5.4	-112 FD	navy @ air force	John Busha	pass_yd	u 66.5	-112/-112	-	-	-115/-115	-	-	-	-
-5.4	-112 FD	navy @ air force	John Busha	pass_yd	o 66.5	-112/-112	-	-	-115/-115	-	-	-	-
-5.4	-140 DK	navy @ air force		total	o 35.5	-	-140/+105	-	-	-	-134/115	-	-
-5.4	-106 ESPN	michigan @ washington	Will Rogers	pass_td	u 1.5	-122/-108	-	-130/-106	-120/-110	-	-	-	-
-5.4	-112 DK	james madison @ ul monroe		total	u 48.0	-	-108/-112	-	-	-	-108/-108	-	-
-5.4	100 DK	hawaii @ san diego state		1q_ml	o  	-	'+100/-120	-	-	-	102/-121	-	-
-5.4	-110 DK	east carolina @ charlotte		spread	u -8.0	-	-110/-110	-	-	-	-110/-106	-	-
-5.4	-129 DK	colorado state @ oregon state		total	u 49.0	-	-103/-129	-	-	-	106/-124	-	-
-5.4	-143 DK	colorado state @ oregon state		total	o 46.0	-	-143/+107	-	-	-	-137/117	-	-
-5.4	-110 DK	bowling green @ akron		away_total	u 33.5	-	-125/-110	-	-	-	-110/-106	-	-
-5.4	-112 DK	boston college @ virginia		total	o 52.0	-	-112/-108	-	-	-	-108/-108	-	-
-5.4	-129 DK	appalachian state @ marshall		total	u 59.0	-	-103/-129	-	-	-	106/-124	-	-
-5.4	-129 DK	appalachian state @ marshall		total	o 57.0	-	-129/-103	-	-	-	-124/106	-	-
-5.4	-126 DK	alabama @ vanderbilt		total	o 53.0	-	-126/-105	-	-	-	-121/104	-	-
-5.4	-150 DK	alabama @ vanderbilt		spread	o -20.0	-	-150/+113	-	-	-	-145/122	-	-
-5.5	-108 DK	western michigan @ ball state		spread	u -9.5	-	-112/-108	-	-	-	-111/-103	-	-
-5.5	-141 DK	wake forest @ nc state		total	u 54.5	-	'+106/-141	-	-	-	115/-135	-	-
-5.5	-166 DK	wake forest @ nc state		1h_ml	u  	-	'+140/-166	-	-	-	134/-159	-	-
-5.5	-119 DK	virginia tech @ stanford		total	u 50.0	-	-112/-119	-	-	-	-102/-114	-	-
-5.5	-110 DK	usc @ minnesota		spread	o -9.0	-	-110/-110	-	-	-	-105/-109	-	-
-5.5	-141 DK	ucla @ penn state		total	u 48.0	-	'+106/-141	-	-	-	115/-135	-	-
-5.5	-115 FD	tulane @ uab		total	u 54.5	-105/-115	-112/-119	-	-	-	-106/-110	-	-
-5.5	102 DK	texas tech @ arizona		1q_total	u 13.5	-	-122/+102	-	-	-	-125/103	-	-
-5.5	-151 DK	tennessee @ arkansas		total	u 59.0	-	'+113/-151	-	-	-	123/-144	-	-
-5.5	-141 DK	tennessee @ arkansas		total	u 58.5	-	'+106/-141	-	-	-	115/-135	-	-
-5.5	-124 DK	tennessee @ arkansas		total	u 57.5	-	-107/-124	-	-	-	102/-119	-	-
-5.5	-108 FD	temple @ connecticut		total	u 49.5	-112/-108	-	-	-	-	-112/-104	-	-
-5.5	-125 DK	south alabama @ arkansas state		1q_spread	u -0.5	-	'+105/-125	-	-	-	102/-121	-	-
-5.5	-145 DK	smu @ louisville		total	o 54.0	-	-145/+109	-	-	-	-139/118	-	-
-5.5	-151 DK	rutgers @ nebraska		total	u 42.0	-	'+113/-151	-	-	-	123/-144	-	-
-5.5	-118 FD	nevada @ san jose state		total	u 51.5	-104/-118	-110/-121	-	-	-	-103/-113	-	-
-5.5	-110 DK	navy @ air force		spread	u -10.0	-	-110/-110	-	-	-	-109/-105	-	-
-5.5	-151 DK	michigan @ washington		total	o 39.5	-	-151/+113	-	-	-	-144/123	-	-
-5.5	-140 DK	michigan @ washington		spread	u -2.0	-	'+105/-140	-	-	-	114/-135	-	-
-5.5	-141 DK	kansas @ arizona state		total	u 52.5	-	'+106/-141	-	-	-	115/-135	-	-
-5.5	-124 DK	kansas @ arizona state		total	o 50.0	-	-124/-107	-	-	-	-119/102	-	-
-5.5	105 DK	hawaii @ san diego state		ml	o  	'+104/-125	'+105/-125	-	-	-	112/-128	-	-
-5.5	-105 FD	duke @ georgia tech		total	o 53.5	-105/-115	-110/-121	-	-	-	-100/-117	-	-
-5.5	-124 DK	duke @ georgia tech		total	o 52.0	-	-124/-107	-	-	-	-119/102	-	-
-5.5	-123 DK	clemson @ florida state		total	o 46.0	-	-123/-108	-	-	-	-118/101	-	-
