NAME	POS	ML	A/H	TEAM	OPP	PROP	LINE	SZN AVG	W-L Splits	A-H Splits	% OVER	L5 % OVER	LAST 7 GAMES ➡️	OVER	UNDER
Tyrese Hunter	G	-975	H	TEX	COLG	pts	10.5	10.2	9.58 - 12.38	8.58 - 11.14	35%	60%	2,9,11,20,15,13,15,5,9,7	-125	-105
Tyrese Proctor	G	-265	H	DUKE	ORU	pts	10.5	9.3	9.04 - 10.0	8.69 - 9.78	44%	80%	5,15,11,13,12,10,12,8,6,14	'+100	-130
Tyrese Proctor	G	-265	H	DUKE	ORU	3ptm	1.5	1.3	1.38 - 1.12	1.19 - 1.44	41%	40%	1,3,3,0,0,2,4,2,0,2	'+100	-130
Tyrese Proctor	G	-265	H	DUKE	ORU	reb	3.5	3.1	3.08 - 3.38	2.62 - 3.61	35%	0%	2,3,3,2,3,4,4,2,3,4	'+110	-145
Tyrese Proctor	G	-265	H	DUKE	ORU	ast	3.5	3.3	3.46 - 2.62	3.19 - 3.33	32%	40%	3,5,10,3,1,5,3,6,4,4	-110	-120
Tyson Degenhart	F	'+105	A	BOIS	NU	pts	13.5	14.3	14.54 - 13.78	13.71 - 14.79	52%	60%	13,16,14,14,13,13,11,19,20,9	-105	-125
Tyson Degenhart	F	'+105	A	BOIS	NU	ast	1.5	1.8	1.96 - 1.22	2.14 - 1.47	48%	20%	0,1,2,1,1,1,1,0,1,1	'+135	-180
Tyson Degenhart	F	'+105	A	BOIS	NU	reb	5.5	5.4	5.71 - 4.44	5.07 - 5.58	45%	40%	4,8,6,3,3,7,6,6,5,4	'+110	-145
Tyson Degenhart	F	'+105	A	BOIS	NU	3ptm	1.5	1.2	1.08 - 1.33	1.21 - 1.11	30%	40%	1,2,0,1,3,0,1,3,2,1	'+140	-185
Wendell Green Jr	G	-125	A	AUB	IOWA	pts	15.5	14.3	14.95 - 11.25	10.71 - 15.82	45%	20%	11,9,9,23,5,5,24,20,9,18	-105	-125
Wendell Green Jr	G	-125	A	AUB	IOWA	reb	3.5	3.4	3.53 - 3.17	4.14 - 2.76	42%	40%	0,4,2,2,8,4,3,4,7,2	'+120	-160
Wendell Green Jr	G	-125	A	AUB	IOWA	3ptm	1.5	1.3	1.37 - 1.08	0.79 - 1.65	39%	20%	2,1,1,0,0,0,4,1,2,3	'+110	-150
Wendell Green Jr	G	-125	A	AUB	IOWA	ast	4.5	4.3	4.68 - 3.33	4.21 - 4.12	35%	0%	4,2,2,4,1,9,2,6,3,6	-110	-120
