EV	EV Book	Imp	Game	Player	Prop	O/U	FD	DK	Bet365	CZ	Kambi	ESPN	L10% Over	% Over	Splits		Minutes
-75.0	2000 365	5%	atletico madrid	Clement Lenglet	shots	o 2.5	'+1200	-	'+2000	-	-	-	-%	-%		🟡	
-75.0	2000 365	5%	atletico madrid	Cesar Azpilicueta	shots	o 2.5	'+1200	-	'+2000	-	-	-	-%	-%			
-75.0	2000 365	5%	aston villa	Tyrone Mings	shots	o 2.5	'+1200	-	'+2000	-	-	-	0%	0%	0,0,0,0,0,0,1,0,0,1	-	75,90,58,90,90
-75.0	2000 365	5%	club brugge	Gustaf Nilsson	shots	o 5.5	'+1200	-	'+2000	-	-	-	10%	7%	8,1,5,0,1,0,1,3,0,1	-	5,32,90,6,18
-75.0	2000 365	5%	arsenal	William Saliba	shots	o 2.5	'+1200	-	'+2000	-	-	-	-%	-%		-	
-75.0	2000 365	5%	psv	Ryan Flamingo	shots	o 2.5	'+1200	-	'+2000	-	-	-	0%	3%	1,2,0,0,1,0,1,0,1,2	-	90,120,90,45,90
-75.0	2000 365	5%	arsenal	Jurrien Timber	shots	o 2.5	'+1200	-	'+2000	-	-	-	-%	-%		-	
-75.0	2000 365	5%	psv	Jerdy Schouten	shots	o 2.5	'+1200	-	'+2000	-	-	-	0%	0%	1,1,0,0,1,1,0,0,0,2	-	73,71,90,90,90
-77.3	1800 365	5%	dortmund	Julian Ryerson	shots	o 2.5	'+1200	-	'+1800	-	-	-	10%	3%	0,0,0,3,0,0,0,1,0,0	🟡	90,90,84,82,28
-77.3	1800 FD	5%	arsenal	Gabriel Magalhaes	shots	o 3.5	'+1800	-	'+1200	-	-	-	-%	-%		-	
-79.7	1600 365	6%	real madrid	Antonio Rudiger	shots	o 2.5	'+1200	-	'+1600	-	-	-	0%	0%	1,1,2,0,0,0,0,0,0,2	🟡	90,5,90,90,90
-79.7	1600 FD	6%	club brugge	Christos Tzolis	shots	o 5.5	'+1600	-	'+1200	-	-	-	0%	5%	5,4,3,3,2,3,2,1,2,1	-	45,74,54,90,72
-80.9	1500 FD	6%	aston villa	Marco Asensio	shots	o 5.5	'+1500	-	'+1200	-	-	-	0%	0%	0,0,1,0,4,0,3,0,4,1	-	66,90,23,81,27
-82.1	1400 365	7%	melbourne	Samuel Souprayen	shots	o 2.5	'+1200	-	'+1400	-	-	-	-%	-%		-	
-82.1	1400 365	7%	aston villa	Pau Torres	shots	o 2.5	'+1200	-	'+1400	-	-	-	0%	0%	0,0,1,1,1,0,0,1,1,1	-	90,90,90,90,19
-82.1	1400 365	7%	aston villa	Axel Disasi	shots	o 2.5	'+1200	-	'+1400	-	-	-	10%	5%	0,0,1,4,0,0,0,1,0,0	-	90,90,90,63,90
-82.1	1400 365	7%	club brugge	Ardon Jashari	shots	o 2.5	'+1200	-	'+1400	-	-	-	10%	6%	0,2,1,0,3,0,2,2,1,1	-	90,88,90,90,90
-82.1	1400 365	7%	psv	Noa Lang	shots	o 3.5	'+1200	-	'+1400	-	-	-	30%	12%	2,2,0,5,1,1,6,3,2,5	-	28,114,72,90,66
-83.3	1300 FD	7%	atletico madrid	Julian Alvarez	shots	o 5.5	'+1300	-	'+1200	-	-	-	-%	-%		🟡	
-83.3	1300 FD	7%	club brugge	Ferran Jutgla	shots	o 4.5	'+1300	-	'+1200	-	-	-	0%	0%	0,3,1,2,3,2,3,3,1,4	-	85,88,90,84,90
-84.5	1200 FD	8%	lille	Bafode Diakite	shots	o 2.5	'+1200	-	'+1200	-	-	-	0%	0%	0,0,0,0,1,2,0,0,0,0	🟡	90,90,90,90,90
-84.5	1200 FD	8%	club brugge	Maxim De Cuyper	shots	o 2.5	'+1200	-	'+1200	-	-	-	0%	5%	1,1,0,2,1,0,0,0,1,0	-	90,90,90,90,90
-84.5	1200 FD	8%	club brugge	Brandon Mechele	shots	o 1.5	'+1200	-	'+1200	-	-	-	0%	5%	0,0,1,0,0,0,0,0,1,0	-	90,90,90,90,90
-95.3	1400 365	7%	real madrid	Jude Bellingham	shots	o 4.5	'+1300	-	'+1400	-	-	-	20%	7%	1,3,1,5,5,3,0,1,4,0		90,38,90,90,85
